,venue,inning,Date,bat_team,bowl_team,batsmen,bowlers,run,batsman1,batsman2,bowler1,bowler2
90,18,1,2008,13,0,"['JH Kallis', 'SP Goswami', 'V Kohli', 'R Dravid', 'Misbah-ul-Haq', 'MV Boucher', 'B Akhil', 'P Kumar', 'R Vinay Kumar', 'A Kumble']","['M Ntini', 'MS Gony', 'M Muralitharan', 'L Balaji', 'JA Morkel']",24.0,48,124,100,133
91,18,2,2008,0,13,"['PA Patel', 'SP Fleming', 'MS Dhoni', 'SK Raina', 'S Badrinath', 'JA Morkel', 'S Vidyut', 'MS Gony', 'L Balaji', 'M Ntini']","['DW Steyn', 'P Kumar', 'A Kumble', 'JH Kallis', 'R Vinay Kumar', 'B Akhil']",51.0,87,123,55,149
92,27,1,2008,1,5,"['AC Gilchrist', 'HH Gibbs', 'RG Sharma', 'Y Venugopal Rao', 'LPC Silva', 'SB Styris']","['S Sreesanth', 'VRV Singh', 'RR Powar', 'PP Chawla', 'Gagandeep Singh', 'Yuvraj Singh']",44.0,6,42,153,209
93,27,2,2008,5,1,"['SE Marsh', 'KC Sangakkara', 'Yuvraj Singh', 'LA Pomersbach', 'DPMD Jayawardene', 'PP Chawla']","['RP Singh', 'DP Vijaykumar', 'Y Venugopal Rao', 'SB Styris', 'RG Sharma', 'PP Ojha']",74.0,117,59,141,63
94,9,1,2008,8,3,"['ST Jayasuriya', 'SR Tendulkar', 'DR Smith', 'RV Uthappa', 'AM Nayar', 'SM Pollock', 'SD Chitnis', 'PR Shah']","['GD McGrath', 'B Geeves', 'MF Maharoof', 'VY Mahesh', 'A Mishra']",61.0,124,127,57,31
95,9,2,2008,3,8,"['G Gambhir', 'V Sehwag', 'S Dhawan', 'MK Tiwary', 'TM Dilshan', 'KD Karthik', 'MF Maharoof']","['SM Pollock', 'A Nehra', 'A Nel', 'DS Kulkarni', 'DR Smith', 'ST Jayasuriya']",56.0,37,142,163,5
96,18,1,2008,10,0,"['GC Smith', 'SA Asnodkar', 'Kamran Akmal', 'YK Pathan', 'M Kaif', 'T Kohli']","['M Ntini', 'MS Gony', 'JA Morkel', 'M Muralitharan', 'L Balaji', 'SK Raina']",72.0,38,115,100,133
97,18,2,2008,0,10,"['PA Patel', 'SP Fleming', 'SK Raina', 'JA Morkel', 'MS Dhoni', 'S Badrinath', 'MS Gony', 'A Mukund']","['Sohail Tanvir', 'YK Pathan', 'MM Patel', 'Pankaj Singh', 'SK Warne', 'D Salunkhe']",67.0,87,123,175,217
98,29,1,2008,1,13,"['AC Gilchrist', 'HH Gibbs', 'RG Sharma', 'LPC Silva', 'Y Venugopal Rao', 'DB Ravi Teja', 'AS Yadav', 'WPUJC Vaas', 'RP Singh']","['A Kumble', 'DW Steyn', 'JH Kallis', 'V Kohli', 'R Vinay Kumar', 'B Akhil']",50.0,6,42,2,67
99,29,2,2008,13,1,"['JH Kallis', 'W Jaffer', 'Misbah-ul-Haq', 'R Dravid', 'CL White', 'V Kohli', 'B Akhil']","['WPUJC Vaas', 'RP Singh', 'SB Bangar', 'DP Vijaykumar', 'Y Venugopal Rao', 'DB Ravi Teja', 'LPC Silva']",45.0,48,145,189,169
100,8,1,2008,5,7,"['SE Marsh', 'JR Hopes', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene', 'IK Pathan', 'PP Chawla', 'TM Srivastava']","['Umar Gul', 'I Sharma', 'BAW Mendis', 'AB Dinda', 'DJ Hussey', 'LR Shukla']",55.0,117,57,184,77
101,8,2,2008,7,5,"['Salman Butt', 'SC Ganguly', 'DB Das', 'DJ Hussey', 'LR Shukla', 'WP Saha', 'A Chopra', 'Umar Gul', 'I Sharma']","['IK Pathan', 'S Sreesanth', 'RR Powar', 'VRV Singh', 'PP Chawla', 'JR Hopes']",53.0,126,117,68,178
102,32,1,2008,8,10,"['ST Jayasuriya', 'SR Tendulkar', 'AM Nayar', 'RV Uthappa', 'DR Smith', 'SM Pollock', 'MK Pandey', 'YV Takawale', 'RR Raje']","['Sohail Tanvir', 'SR Watson', 'Pankaj Singh', 'YK Pathan', 'SK Trivedi', 'SK Warne']",32.0,124,127,175,191
103,32,2,2008,10,8,"['Kamran Akmal', 'SA Asnodkar', 'YK Pathan', 'SR Watson', 'M Kaif', 'Niraj Patel', 'RA Jadeja']","['SM Pollock', 'A Nehra', 'CRD Fernando', 'DR Smith', 'AM Nayar', 'RR Raje', 'ST Jayasuriya']",40.0,58,115,163,5
104,29,1,2008,1,0,"['AC Gilchrist', 'HH Gibbs', 'SB Styris', 'Y Venugopal Rao', 'DB Ravi Teja', 'AS Yadav', 'RP Singh', 'Shahid Afridi', 'PP Ojha']","['M Ntini', 'MS Gony', 'JA Morkel', 'M Muralitharan', 'L Balaji']",27.0,6,42,100,133
105,29,2,2008,0,1,"['PA Patel', 'SP Fleming', 'SK Raina', 'MS Dhoni', 'JA Morkel']","['RP Singh', 'DP Vijaykumar', 'Shahid Afridi', 'PM Sarvesh Kumar', 'PP Ojha', 'SB Styris']",48.0,87,123,141,63
106,15,1,2008,13,8,"['MV Boucher', 'SP Goswami', 'Misbah-ul-Haq', 'R Dravid', 'CL White', 'V Kohli', 'B Akhil', 'P Kumar', 'R Vinay Kumar']","['SM Pollock', 'A Nehra', 'CRD Fernando', 'DS Kulkarni', 'DR Smith']",36.0,77,124,163,5
107,15,2,2008,8,13,"['ST Jayasuriya', 'SR Tendulkar', 'RV Uthappa']","['A Kumble', 'DW Steyn', 'P Kumar', 'R Vinay Kumar', 'B Akhil']",48.0,124,127,2,67
108,27,1,2008,5,10,"['SE Marsh', 'JR Hopes', 'Yuvraj Singh', 'LA Pomersbach']","['MM Patel', 'SR Watson', 'Pankaj Singh', 'D Salunkhe', 'SK Trivedi', 'YK Pathan']",53.0,117,57,110,191
109,27,2,2008,10,5,"['M Kaif', 'Niraj Patel', 'Younis Khan', 'SR Watson', 'YK Pathan', 'Kamran Akmal', 'M Rawat', 'D Salunkhe', 'Pankaj Singh']","['IK Pathan', 'S Sreesanth', 'JR Hopes', 'RR Powar', 'VRV Singh', 'PP Chawla', 'Yuvraj Singh']",39.0,62,91,68,178
110,40,1,2008,10,3,"['GC Smith', 'SA Asnodkar', 'Sohail Tanvir', 'SR Watson', 'M Kaif', 'YK Pathan', 'RA Jadeja', 'SK Warne', 'M Rawat', 'SK Trivedi']","['GD McGrath', 'Mohammad Asif', 'VY Mahesh', 'MF Maharoof', 'A Mishra']",59.0,38,115,57,135
111,40,2,2008,3,10,"['G Gambhir', 'V Sehwag', 'S Dhawan', 'MK Tiwary', 'TM Dilshan', 'KD Karthik', 'MF Maharoof', 'A Mishra', 'Mohammad Asif', 'VY Mahesh', 'GD McGrath']","['Sohail Tanvir', 'SR Watson', 'MM Patel', 'SK Trivedi', 'SK Warne', 'RA Jadeja']",33.0,37,142,175,191
112,40,1,2008,5,0,"['SE Marsh', 'JR Hopes', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene', 'IK Pathan', 'WA Mota', 'PP Chawla', 'RR Powar', 'S Sreesanth']","['M Muralitharan', 'M Ntini', 'MS Gony', 'JA Morkel', 'L Balaji']",36.0,117,57,99,118
113,40,2,2008,0,5,"['PA Patel', 'S Vidyut', 'SK Raina']","['IK Pathan', 'S Sreesanth', 'RR Powar', 'VRV Singh', 'JR Hopes', 'PP Chawla']",37.0,87,114,68,178
114,5,1,2008,0,10,"['PA Patel', 'S Vidyut', 'SK Raina', 'JA Morkel', 'MS Dhoni', 'CK Kapugedera', 'S Badrinath']","['Sohail Tanvir', 'SR Watson', 'MM Patel', 'YK Pathan', 'SK Trivedi', 'SK Warne']",44.0,87,114,175,191
115,5,2,2008,10,0,"['Niraj Patel', 'SA Asnodkar', 'Kamran Akmal', 'SR Watson', 'YK Pathan', 'M Kaif', 'RA Jadeja', 'SK Warne', 'Sohail Tanvir']","['M Ntini', 'MS Gony', 'JA Morkel', 'L Balaji', 'M Muralitharan']",46.0,85,115,100,133
116,23,1,2009,13,10,"['JD Ryder', 'LRPL Taylor', 'KP Pietersen', 'RV Uthappa', 'R Dravid', 'V Kohli', 'B Akhil', 'P Kumar', 'R Vinay Kumar']","['AD Mascarenhas', 'Kamran Khan', 'MM Patel', 'T Henderson', 'SK Warne', 'YK Pathan']",30.0,46,67,13,112
117,23,2,2009,10,13,"['GC Smith', 'SA Asnodkar', 'Niraj Patel', 'T Henderson', 'YK Pathan', 'AD Mascarenhas', 'RA Jadeja', 'SK Warne', 'M Rawat', 'MM Patel', 'Kamran Khan']","['P Kumar', 'DW Steyn', 'R Vinay Kumar', 'JD Ryder', 'A Kumble']",20.0,38,115,124,67
118,23,1,2009,8,0,"['ST Jayasuriya', 'SR Tendulkar', 'S Dhawan', 'JP Duminy', 'DJ Bravo', 'AM Nayar', 'Harbhajan Singh', 'Z Khan']","['MS Gony', 'T Thushara', 'A Flintoff', 'JDP Oram', 'Joginder Sharma']",41.0,124,127,114,199
119,23,2,2009,0,8,"['PA Patel', 'SK Raina', 'ML Hayden', 'A Flintoff', 'MS Dhoni', 'JDP Oram', 'S Badrinath', 'Joginder Sharma', 'T Thushara']","['SL Malinga', 'Z Khan', 'DJ Bravo', 'RR Raje', 'Harbhajan Singh', 'ST Jayasuriya']",47.0,87,120,161,219
120,23,1,2009,5,3,"['RS Bopara', 'K Goel', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene', 'IK Pathan']","['DP Nannes', 'AM Salvi', 'PJ Sangwan', 'VY Mahesh', 'DL Vettori']",74.0,104,58,50,20
121,23,2,2009,3,5,"['G Gambhir', 'V Sehwag']","['IK Pathan', 'YA Abdulla', 'VS Malik', 'VRV Singh', 'PP Chawla']",63.0,37,142,68,216
122,23,1,2009,7,1,"['BB McCullum', 'CH Gayle', 'SC Ganguly', 'BJ Hodge', 'A Chopra', 'LR Shukla', 'MC Henriques', 'AB Agarkar', 'M Kartik', 'I Sharma', 'AB Dinda']","['FH Edwards', 'RP Singh', 'Harmeet Singh', 'PP Ojha', 'SB Styris']",24.0,17,21,56,169
123,23,2,2009,1,7,"['AC Gilchrist', 'HH Gibbs', 'VVS Laxman', 'RG Sharma']","['AB Dinda', 'I Sharma', 'M Kartik', 'SC Ganguly', 'AB Agarkar', 'CH Gayle', 'MC Henriques']",37.0,6,42,11,77
124,36,1,2009,0,13,"['PA Patel', 'ML Hayden', 'SK Raina', 'MS Dhoni', 'A Flintoff', 'JA Morkel']","['P Kumar', 'DW Steyn', 'JH Kallis', 'R Vinay Kumar', 'V Kohli', 'A Kumble', 'KP Pietersen', 'LRPL Taylor']",70.0,87,82,124,67
125,36,2,2009,13,0,"['P Kumar', 'JH Kallis', 'RV Uthappa', 'LRPL Taylor', 'KP Pietersen', 'R Dravid', 'V Kohli', 'R Bishnoi', 'R Vinay Kumar', 'DW Steyn', 'A Kumble']","['MS Gony', 'L Balaji', 'JA Morkel', 'A Flintoff', 'M Muralitharan', 'Joginder Sharma']",50.0,86,52,114,114
126,14,1,2009,5,7,"['RS Bopara', 'K Goel', 'IK Pathan', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene', 'T Kohli', 'PP Chawla']","['I Sharma', 'AB Dinda', 'MC Henriques', 'SC Ganguly', 'LR Shukla', 'CH Gayle', 'M Kartik']",46.0,104,58,65,12
127,14,2,2009,7,5,"['BB McCullum', 'CH Gayle', 'BJ Hodge']","['IK Pathan', 'YA Abdulla', 'VS Malik', 'PP Chawla', 'RS Bopara']",64.0,17,21,68,216
128,23,1,2009,1,13,"['AC Gilchrist', 'HH Gibbs', 'VVS Laxman', 'RG Sharma', 'SB Styris', 'Y Venugopal Rao', 'DB Ravi Teja', 'FH Edwards']","['P Kumar', 'DW Steyn', 'JH Kallis', 'A Kumble', 'JD Ryder', 'KP Pietersen']",68.0,6,42,124,67
129,23,2,2009,13,1,"['JD Ryder', 'JH Kallis', 'RV Uthappa', 'KP Pietersen', 'R Dravid', 'V Kohli', 'R Bishnoi', 'KV Sharma', 'P Kumar', 'A Kumble']","['FH Edwards', 'RP Singh', 'Harmeet Singh', 'PP Ojha', 'SB Styris']",33.0,46,52,56,169
130,14,1,2009,3,0,"['G Gambhir', 'AB de Villiers', 'V Sehwag', 'TM Dilshan', 'KD Karthik', 'MK Tiwary']","['L Balaji', 'MS Gony', 'JA Morkel', 'A Flintoff', 'Joginder Sharma', 'M Muralitharan']",59.0,37,1,95,133
131,14,2,2009,0,3,"['PA Patel', 'ML Hayden', 'SK Raina', 'MS Dhoni', 'A Flintoff', 'JA Morkel', 'S Badrinath', 'MS Gony', 'Joginder Sharma', 'M Muralitharan']","['DP Nannes', 'A Nehra', 'AM Salvi', 'PJ Sangwan', 'DL Vettori', 'MK Tiwary']",67.0,87,82,50,5
132,23,1,2009,10,7,"['GC Smith', 'PC Valthaty', 'RJ Quiney', 'YK Pathan', 'RA Jadeja', 'AD Mascarenhas', 'AS Raut', 'SK Warne']","['I Sharma', 'Anureet Singh', 'AB Agarkar', 'BAW Mendis', 'SC Ganguly', 'CH Gayle']",56.0,38,94,65,27
133,23,2,2009,7,10,"['CH Gayle', 'BB McCullum', 'LR Shukla', 'BJ Hodge', 'SC Ganguly', 'SB Bangar', 'Yashpal Singh', 'AB Agarkar', 'I Sharma']","['YK Pathan', 'AD Mascarenhas', 'SK Warne', 'Kamran Khan', 'MM Patel', 'RA Jadeja']",41.0,24,14,192,15
136,14,1,2009,13,5,"['JD Ryder', 'RV Uthappa', 'JH Kallis', 'KP Pietersen', 'R Dravid', 'LRPL Taylor', 'V Kohli', 'P Kumar', 'Pankaj Singh', 'A Kumble', 'R Vinay Kumar']","['RR Bose', 'IK Pathan', 'YA Abdulla', 'PP Chawla', 'Yuvraj Singh', 'RS Bopara', 'VRV Singh']",50.0,46,109,142,79
137,14,2,2009,5,13,"['RS Bopara', 'K Goel', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene']","['P Kumar', 'Pankaj Singh', 'JH Kallis', 'R Vinay Kumar', 'KP Pietersen', 'A Kumble', 'JD Ryder']",54.0,104,58,124,156
138,14,1,2009,1,8,"['AC Gilchrist', 'HH Gibbs', 'DR Smith', 'RG Sharma', 'VVS Laxman', 'Y Venugopal Rao', 'DB Ravi Teja', 'RP Singh', 'FH Edwards', 'PP Ojha']","['SL Malinga', 'Z Khan', 'DJ Bravo', 'Harbhajan Singh', 'ST Jayasuriya', 'DS Kulkarni']",60.0,6,42,161,219
139,14,2,2009,8,1,"['ST Jayasuriya', 'SR Tendulkar', 'JP Duminy', 'S Dhawan', 'DJ Bravo', 'AM Nayar', 'Harbhajan Singh', 'Z Khan', 'PR Shah']","['FH Edwards', 'RP Singh', 'Harmeet Singh', 'DR Smith', 'PP Ojha', 'RG Sharma', 'Y Venugopal Rao']",57.0,124,127,56,169
140,36,1,2009,13,3,"['JH Kallis', 'KP Pietersen', 'RV Uthappa', 'LRPL Taylor', 'V Kohli', 'MV Boucher', 'B Akhil', 'Pankaj Singh']","['DP Nannes', 'A Nehra', 'PJ Sangwan', 'A Mishra', 'DL Vettori']",48.0,48,63,50,5
141,36,2,2009,3,13,"['G Gambhir', 'V Sehwag', 'TM Dilshan', 'AB de Villiers', 'KD Karthik', 'M Manhas']","['R Vinay Kumar', 'Pankaj Singh', 'JH Kallis', 'A Kumble', 'KP Appanna', 'B Akhil']",44.0,37,142,136,156
142,23,1,2009,5,10,"['RS Bopara', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene', 'IK Pathan', 'PP Chawla', 'WA Mota']","['Kamran Khan', 'AD Mascarenhas', 'MM Patel', 'YK Pathan', 'SK Warne']",44.0,104,59,93,15
143,23,2,2009,10,5,"['SA Asnodkar', 'GC Smith', 'RJ Quiney', 'YK Pathan', 'AD Mascarenhas', 'RA Jadeja', 'AS Raut', 'SK Warne', 'M Rawat']","['RR Powar', 'IK Pathan', 'YA Abdulla', 'VRV Singh', 'PP Chawla', 'Yuvraj Singh']",35.0,114,37,143,79
144,14,1,2009,0,1,"['PA Patel', 'SK Raina', 'ML Hayden', 'MS Dhoni', 'JDP Oram', 'JA Morkel', 'S Badrinath']","['FH Edwards', 'RP Singh', 'DR Smith', 'Y Venugopal Rao', 'RG Sharma', 'PP Ojha', 'Shoaib Ahmed']",66.0,87,120,56,169
145,14,2,2009,1,0,"['AC Gilchrist', 'HH Gibbs', 'VVS Laxman', 'RG Sharma', 'DR Smith', 'AA Bilakhia']","['L Balaji', 'MS Gony', 'JA Morkel', 'M Muralitharan', 'SK Raina', 'Joginder Sharma', 'JDP Oram']",71.0,6,42,95,133
146,36,1,2009,8,7,"['ST Jayasuriya', 'SR Tendulkar', 'Harbhajan Singh', 'JP Duminy', 'AM Nayar', 'DJ Bravo', 'S Dhawan', 'SS Tiwary']","['I Sharma', 'AB Dinda', 'SC Ganguly', 'BAW Mendis', 'CH Gayle', 'BJ Hodge', 'LR Shukla']",69.0,124,127,65,12
147,36,2,2009,7,8,"['BB McCullum', 'CH Gayle', 'BJ Hodge', 'SC Ganguly', 'Yashpal Singh', 'AN Ghosh', 'LR Shukla', 'I Sharma', 'BAW Mendis', 'AB Dinda']","['Z Khan', 'SL Malinga', 'DJ Bravo', 'Harbhajan Singh', 'AM Nayar', 'SR Tendulkar']",51.0,17,21,194,184
148,38,1,2009,3,10,"['G Gambhir', 'V Sehwag', 'AB de Villiers', 'TM Dilshan', 'KD Karthik', 'DL Vettori', 'M Manhas', 'A Mishra', 'PJ Sangwan']","['AD Mascarenhas', 'Kamran Khan', 'MM Patel', 'SK Warne', 'RA Jadeja', 'YK Pathan']",43.0,37,142,13,112
149,38,2,2009,10,3,"['RJ Quiney', 'GC Smith', 'SA Asnodkar', 'PC Valthaty', 'RA Jadeja', 'SK Warne', 'YK Pathan']","['DP Nannes', 'A Nehra', 'PJ Sangwan', 'A Mishra', 'TM Dilshan', 'DL Vettori']",36.0,100,37,50,5
150,14,1,2009,7,13,"['BB McCullum', 'BJ Hodge', 'CH Gayle', 'SC Ganguly', 'MN van Wyk', 'WP Saha', 'LR Shukla', 'AB Agarkar']","['KP Pietersen', 'RE van der Merwe', 'Pankaj Singh', 'P Kumar', 'A Kumble', 'KP Appanna']",51.0,17,16,90,166
151,14,2,2009,13,7,"['JH Kallis', 'SP Goswami', 'KP Pietersen', 'V Kohli', 'MV Boucher', 'RE van der Merwe', 'MK Pandey']","['I Sharma', 'AB Agarkar', 'M Kartik', 'CH Gayle', 'BJ Hodge', 'SC Ganguly']",51.0,48,124,65,11
152,14,1,2009,5,8,"['RS Bopara', 'K Goel', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene', 'IK Pathan', 'WA Mota', 'PP Chawla', 'RR Powar']","['Z Khan', 'SL Malinga', 'Harbhajan Singh', 'DJ Bravo', 'JP Duminy', 'SR Tendulkar', 'ST Jayasuriya']",28.0,104,58,194,184
153,14,2,2009,8,5,"['ST Jayasuriya', 'S Dhawan', 'SR Tendulkar', 'JP Duminy', 'DJ Bravo', 'AM Nayar', 'Harbhajan Singh', 'SS Tiwary']","['IK Pathan', 'VS Malik', 'RR Powar', 'YA Abdulla', 'PP Chawla', 'K Goel', 'WA Mota']",26.0,124,113,68,210
154,38,1,2009,0,10,"['PA Patel', 'ML Hayden', 'SK Raina', 'S Badrinath', 'JDP Oram', 'MS Dhoni', 'JA Morkel']","['AD Mascarenhas', 'YK Pathan', 'Kamran Khan', 'MM Patel', 'SK Trivedi', 'SK Warne']",40.0,87,82,13,217
155,38,2,2009,10,0,"['RJ Quiney', 'GC Smith', 'SA Asnodkar', 'RA Jadeja', 'YK Pathan', 'AD Mascarenhas', 'SK Warne', 'M Rawat', 'MM Patel', 'SK Trivedi']","['S Tyagi', 'JA Morkel', 'JDP Oram', 'M Muralitharan', 'SK Raina', 'L Balaji']",43.0,100,37,154,84
156,38,1,2009,1,3,"['AC Gilchrist', 'HH Gibbs', 'AA Bilakhia', 'RG Sharma', 'TL Suman', 'DR Smith', 'Y Venugopal Rao', 'Shoaib Ahmed', 'RP Singh', 'PP Ojha']","['DP Nannes', 'A Nehra', 'PJ Sangwan', 'A Mishra', 'DL Vettori', 'TM Dilshan']",38.0,6,42,50,5
157,38,2,2009,3,1,"['G Gambhir', 'V Sehwag', 'AB de Villiers', 'TM Dilshan', 'KD Karthik', 'M Manhas']","['FH Edwards', 'RP Singh', 'Shoaib Ahmed', 'PP Ojha', 'RG Sharma', 'DR Smith', 'Y Venugopal Rao']",44.0,37,142,56,169
158,3,1,2009,8,7,"['ST Jayasuriya', 'SR Tendulkar', 'Harbhajan Singh', 'AM Nayar', 'JP Duminy', 'GR Napier', 'AM Rahane', 'Z Khan']","['I Sharma', 'AB Dinda', 'LR Shukla', 'M Kartik', 'AB Agarkar', 'CH Gayle', 'BJ Hodge']",46.0,124,127,65,12
159,3,2,2009,7,8,"['CH Gayle', 'SC Ganguly', 'BJ Hodge', 'MN van Wyk', 'LR Shukla', 'BB McCullum', 'WP Saha']","['Z Khan', 'GR Napier', 'Harbhajan Singh', 'SL Malinga', 'ST Jayasuriya', 'AM Nayar']",27.0,24,117,194,70
160,14,1,2009,13,5,"['JD Ryder', 'R Bishnoi', 'SP Goswami', 'JH Kallis', 'RV Uthappa', 'V Kohli', 'MV Boucher', 'RE van der Merwe', 'P Kumar', 'A Kumble', 'KP Appanna']","['IK Pathan', 'VS Malik', 'YA Abdulla', 'RR Powar', 'PP Chawla', 'Yuvraj Singh']",39.0,46,97,68,210
161,14,2,2009,5,13,"['Yuvraj Singh', 'K Goel', 'SM Katich', 'KC Sangakkara', 'DPMD Jayawardene', 'IK Pathan', 'PP Chawla', 'TM Srivastava']","['P Kumar', 'JH Kallis', 'JD Ryder', 'RE van der Merwe', 'A Kumble', 'KP Appanna']",36.0,143,58,124,89
162,22,1,2009,0,3,"['M Vijay', 'ML Hayden', 'SK Raina', 'S Badrinath', 'JA Morkel', 'MS Dhoni', 'JDP Oram', 'SB Jakati', 'L Balaji', 'M Muralitharan']","['DP Nannes', 'A Nehra', 'PJ Sangwan', 'TM Dilshan', 'A Mishra', 'R Bhatia']",56.0,64,82,50,5
163,22,2,2009,3,0,"['G Gambhir', 'DA Warner', 'AB de Villiers', 'TM Dilshan', 'KD Karthik', 'M Manhas', 'R Bhatia', 'PJ Sangwan', 'A Mishra']","['JA Morkel', 'S Tyagi', 'SB Jakati', 'M Muralitharan', 'SK Raina', 'L Balaji', 'JDP Oram']",51.0,37,25,72,179
164,36,1,2009,1,10,"['HH Gibbs', 'AC Gilchrist', 'AA Bilakhia', 'RG Sharma', 'TL Suman', 'DR Smith']","['YK Pathan', 'MM Patel', 'RA Jadeja', 'SM Harwood', 'SK Warne', 'AS Raut', 'SK Trivedi']",40.0,41,3,192,129
165,36,2,2009,10,1,"['GC Smith', 'SA Asnodkar', 'LA Carseldine', 'NV Ojha', 'RA Jadeja', 'SK Warne', 'AS Raut', 'YK Pathan', 'SM Harwood']","['FH Edwards', 'RP Singh', 'DR Smith', 'RG Sharma', 'PP Ojha', 'Y Venugopal Rao', 'Shoaib Ahmed']",32.0,38,115,56,169
166,36,1,2009,7,5,"['BB McCullum', 'CH Gayle', 'BJ Hodge', 'SC Ganguly', 'MN van Wyk']","['RR Powar', 'IK Pathan', 'YA Abdulla', 'VS Malik', 'PP Chawla', 'Yuvraj Singh']",30.0,17,21,143,79
167,36,2,2009,5,7,"['S Sohal', 'KC Sangakkara', 'SM Katich', 'DPMD Jayawardene', 'Yuvraj Singh', 'IK Pathan']","['I Sharma', 'AB Dinda', 'CH Gayle', 'AB Agarkar', 'LR Shukla', 'SC Ganguly', 'BJ Hodge', 'M Kartik']",54.0,111,59,65,12
168,22,1,2009,8,13,"['ST Jayasuriya', 'SR Tendulkar', 'AM Rahane', 'JP Duminy', 'DJ Bravo', 'AM Nayar']","['P Kumar', 'JH Kallis', 'D du Preez', 'R Vinay Kumar', 'A Kumble', 'RE van der Merwe']",28.0,124,127,124,89
169,22,2,2009,13,8,"['JH Kallis', 'W Jaffer', 'RV Uthappa']","['Z Khan', 'DJ Bravo', 'SL Malinga', 'AM Nayar', 'Harbhajan Singh', 'SR Tendulkar', 'ST Jayasuriya']",54.0,48,145,194,56
170,3,1,2009,0,1,"['M Vijay', 'ML Hayden', 'MS Dhoni', 'SK Raina', 'JA Morkel']","['RJ Harris', 'RP Singh', 'DR Smith', 'RG Sharma', 'Shoaib Ahmed', 'PP Ojha', 'TL Suman']",56.0,64,82,139,169
171,3,2,2009,1,0,"['AC Gilchrist', 'VVS Laxman', 'HH Gibbs', 'RG Sharma', 'DR Smith', 'TL Suman', 'Y Venugopal Rao', 'RJ Harris', 'RP Singh', 'Shoaib Ahmed', 'PP Ojha']","['JA Morkel', 'S Tyagi', 'L Balaji', 'SB Jakati', 'M Muralitharan', 'SK Raina']",55.0,6,143,72,179
172,14,1,2009,10,5,"['NV Ojha', 'GC Smith', 'YK Pathan', 'RA Jadeja', 'LA Carseldine', 'AS Raut']","['RR Powar', 'IK Pathan', 'S Sreesanth', 'YA Abdulla', 'PP Chawla', 'Yuvraj Singh', 'K Goel']",58.0,84,37,143,79
173,14,2,2009,5,10,"['S Sohal', 'K Goel', 'KC Sangakkara', 'SM Katich', 'DPMD Jayawardene', 'Yuvraj Singh', 'IK Pathan', 'PP Chawla', 'RR Powar', 'S Sreesanth']","['A Singh', 'SM Harwood', 'YK Pathan', 'SK Trivedi', 'SK Warne', 'RA Jadeja']",34.0,111,58,6,186
174,14,1,2009,7,3,"['MN van Wyk', 'BB McCullum', 'BJ Hodge', 'MC Henriques', 'WP Saha']","['DP Nannes', 'A Nehra', 'A Mishra', 'PJ Sangwan', 'R Bhatia']",57.0,74,14,50,5
175,14,2,2009,3,7,"['G Gambhir', 'DA Warner', 'TM Dilshan']","['I Sharma', 'AB Dinda', 'MC Henriques', 'BJ Hodge', 'AB Agarkar', 'M Kartik']",59.0,37,25,65,12
176,38,1,2009,1,8,"['AC Gilchrist', 'HH Gibbs', 'TL Suman', 'RG Sharma', 'DR Smith', 'Y Venugopal Rao', 'DB Ravi Teja', 'RJ Harris']","['SL Malinga', 'DS Kulkarni', 'Harbhajan Singh', 'DJ Bravo', 'RR Raje', 'ST Jayasuriya']",42.0,6,42,161,65
177,38,2,2009,8,1,"['ST Jayasuriya', 'SR Tendulkar', 'JP Duminy', 'PR Shah', 'DJ Bravo', 'AM Nayar', 'Harbhajan Singh', 'SS Tiwary', 'RR Raje', 'DS Kulkarni']","['RJ Harris', 'RP Singh', 'Harmeet Singh', 'DR Smith', 'Shoaib Ahmed', 'TL Suman', 'RG Sharma']",43.0,124,127,139,169
178,38,1,2009,13,10,"['JH Kallis', 'W Jaffer', 'RV Uthappa', 'R Dravid', 'V Kohli', 'MV Boucher', 'RE van der Merwe', 'D du Preez', 'P Kumar', 'R Vinay Kumar']","['A Singh', 'M Morkel', 'MM Patel', 'LA Carseldine', 'SK Warne', 'RA Jadeja', 'AS Raut']",32.0,48,145,6,117
179,38,2,2009,10,13,"['GC Smith', 'NV Ojha', 'LA Carseldine', 'YK Pathan', 'RA Jadeja']","['P Kumar', 'JH Kallis', 'D du Preez', 'A Kumble', 'RE van der Merwe', 'R Vinay Kumar']",31.0,38,90,124,89
180,38,1,2009,0,5,"['S Badrinath', 'SK Raina', 'ML Hayden', 'MS Dhoni', 'JA Morkel']","['IK Pathan', 'S Sreesanth', 'YA Abdulla', 'VRV Singh', 'K Goel', 'PP Chawla']",58.0,108,120,68,178
181,38,2,2009,5,0,"['S Sohal', 'K Goel', 'SM Katich', 'Yuvraj Singh', 'DPMD Jayawardene']","['JA Morkel', 'S Tyagi', 'MS Gony', 'M Muralitharan', 'SB Jakati', 'L Balaji', 'SK Raina']",55.0,111,58,72,179
